fecha,demanda_gwh,gen_hidraulica_gwh,gen_termica_total_gwh,gen_vapor_bunker_gwh,gen_turbinas_gas_gwh,gen_turbinas_diesel_gwh,gen_motores_bunker_gwh,gen_motores_diesel_gwh,gen_turbinas_nafta_gwh,gen_otros_gwh,total_generacion_gwh,total_importacion_gwh,total_exportacion_gwh,total_perdidas_transporte_gwh,balance_gwh,precipitacion_mm,temperatura_media_c,temperatura_max_c,temperatura_min_c,humedad_relativa_pct,viento_max_kmh,caudal_paute_m3s,caudal_coca_m3s,caudal_pastaza_m3s,caudal_napo_m3s,caudal_ponderado,oni_mensual,precip_embalses,poblacion,flag_covid_max,flag_racionamiento_max,dias_racionamiento,n_dias,pct_hidro,pct_termica,dependencia_importacion,excedente_exportacion,intensidad_energetica,energia_csr_mwh,energia_molino_mwh,energia_mazar_mwh,energia_sopladora_mwh,energia_msf_mwh,caudal_cuenca_paute_m3s,caudal_molino_m3s,cota_molino_msnm,caudal_mazar_m3s,cota_mazar_msnm,caudal_sopladora_m3s,cota_sopladora_msnm,caudal_msf_m3s,cota_msf_msnm,participacion_paute_en_hidro,intensidad_energetica_mensual,anio,mes,regimen,cluster
2017-02-01,1667.227691792,1524.8503999999998,376.7901,162.50220000000002,98.0519,6.0402000000000005,103.8663,0.0,0.0,6.3295,1901.6405,2.2245,3.6371,122.8048,110.195408208,344.1,21.96892857142857,25.792500000000008,19.355,84.94821428571429,10.063928571428573,355.0825,453.57964285714286,481.7010714285715,2551.994642857143,572.0982142857143,-0.02,8.87142857142857,16457200.92857143,0.0,0.0,0.0,28.0,0.8018604988692657,0.1981395011307342,0.0013342508710427,0.002181525665574,0.0001013068807404,530112.248841,374454.514792,56286.639854,99371.094195,0.0,98.47318452380952,93.65357142857142,1987.4906006,67.92887998138393,2148.9678,96.79672542544644,1317.2752686,0.0,0.0,0.3476486931708186,101.30688074042516,2017,2,Equilibrio Hidrico,2
2017-03-01,1899.577140877,1837.3108,411.30750000000006,185.6498,112.3097,12.8235,94.07999999999996,0.0,0.0,6.4445,2248.6181,1.1942000000000002,102.8098,146.90100000000004,100.52435912299995,581.61,22.04870967741936,25.921935483870964,19.45161290322581,85.84,10.158709677419356,491.7235483870968,516.6409677419355,601.765806451613,2623.032580645161,674.1341935483871,0.1799999999999999,9.764516129032256,16478246.838709677,0.0,0.0,0.0,31.0,0.8170844128667291,0.1829156760767869,0.0006286662301319,0.0541224664098319,0.0001152778666001,708866.382823,426848.653872,74197.034127,207820.694824,0.0,182.26033293010752,169.67674731182797,1984.7838135,147.9484929510215,2150.4378,99.03022564287636,1314.3273926,0.0,0.0,0.3858173493689799,115.27786660014289,2017,3,Equilibrio Hidrico,2
2017-04-01,1820.495807033,1736.1825,329.7951,115.5355,105.4478,8.113900000000001,90.69369999999998,0.0,0.0,10.004200000000004,2065.9776,1.6866,41.4561,105.0143,100.69799296699996,340.64,22.385666666666665,26.157,19.68833333333333,83.75366666666669,10.469666666666663,410.1876666666666,363.672,660.1663333333332,1985.7103333333328,536.8356666666667,0.31,11.0075,16500006.233333332,0.0,0.0,0.0,30.0,0.8403685015752349,0.1596314984247651,0.0009264509116056,0.0227718733763875,0.0001103330375327,768723.682741,460341.414083,85565.15864,222817.110018,0.0,203.4768836111111,205.20680555555555,1990.9580078,149.44226935097225,2154.2971191,109.8769972251389,1314.3273926,0.0,0.0,0.4427666346947972,110.33303753275143,2017,4,Equilibrio Hidrico,2
2017-05-01,1863.270796405,1801.1647000000005,303.9705,93.3792,104.4225,10.6183,86.5609,0.0,0.0,8.9896,2105.1352,2.0343,20.038300000000003,128.3095,95.550903595,190.70999999999992,22.068064516129034,25.690967741935488,19.386451612903222,83.80645161290323,10.557096774193548,294.9293548387097,362.1570967741935,605.7954838709676,2282.788387096774,502.1806451612904,0.4000000000000001,8.2,16521765.58064516,0.0,0.0,0.0,31.0,0.8556052361862556,0.1443947638137446,0.0010917897730834,0.0107543680922075,0.0001127767360764,780903.170037,460473.789435,88705.880719,231723.499883,0.0,188.9176573924732,191.3002688172043,1990.9852295,138.78830708,2153.708,106.20159574583332,1315.8812256,0.0,0.0,0.4335545605779415,112.77673607642606,2017,5,Equilibrio Hidrico,2
2017-06-01,1733.4332878429998,1662.7104000000002,294.00719999999995,96.12650000000002,99.4383,5.587999999999998,81.19609999999999,0.0,0.0,11.6583,1956.7177,2.2186,3.7754,128.87279999999998,92.85481215699993,93.56999999999998,21.21033333333333,25.047666666666668,18.379666666666665,82.61966666666666,11.312999999999995,206.6223333333333,272.86766666666665,485.2720000000001,2357.615,422.7586666666666,0.39,10.7275,16543524.966666669,0.0,0.0,0.0,30.0,0.8497446514640308,0.1502552974299767,0.0012798877323745,0.0021779897885184,0.0001047801657346,715661.065031,425366.535726,73326.674506,216967.854799,0.0,167.22607791666667,166.72194444444443,1989.8139648,112.47392230131943,2152.9142,101.73684180222222,1316.1387939,0.0,0.0,0.4304183488784335,104.78016573467092,2017,6,Equilibrio Hidrico,2
2017-07-01,1718.674773814,1659.1399,280.9284,78.07820000000001,102.6336,5.440900000000001,78.6435,0.0,0.0,16.132199999999997,1940.0691,2.3332,15.863599999999996,113.0876,94.77632618599996,35.95,20.52741935483871,25.02903225806452,17.262580645161286,77.96677419354837,13.733548387096777,206.7945161290323,400.0416129032258,377.361935483871,2506.515161290323,471.97935483870975,0.1900000000000001,11.855645161290322,16566306.58064516,0.0,0.0,0.0,31.0,0.8551962917197125,0.144803295923841,0.0013575575993486,0.0092301348932912,0.0001037451990549,704251.190672,445150.103269,53113.756087,205987.331316,0.0,201.26516532258063,200.24489247311828,1990.8132324,151.44485953372313,2152.955,103.1446087686828,1314.8905029,0.0,0.0,0.4244676357141432,103.74519905492824,2017,7,Equilibrio Hidrico,2
2017-08-01,1757.040003362,1641.3462,269.1513,61.2836,101.0054,12.068499999999998,81.14440000000002,0.0,0.0,13.649399999999998,1910.4979,10.1078,8.945399999999998,59.82649999999999,94.793796638,30.17,20.7583870967742,25.91451612903226,17.134193548387096,75.89096774193548,14.392903225806451,121.59548387096774,230.23290322580647,287.16806451612905,1283.414516129032,267.5283870967742,-0.0699999999999999,6.4064516129032265,16590535.225806452,0.0,0.0,0.0,31.0,0.8591196043711957,0.1408801862592992,0.0057527432390038,0.0050911760591013,0.0001059061675496,681291.887425,424932.174838,57122.200048,199237.512539,0.0,86.76515456989247,95.45698924731182,1990.5527344,53.13153622283602,2153.2576,98.92830341981131,1316.0772705,0.0,0.0,0.4150811616860598,105.9061675496121,2017,8,Estres Leve,0
2017-09-01,1750.456057663,1637.0798999999995,264.7251,67.9894,98.3948,13.6869,71.1492,0.0,0.0,13.5048,1901.8052,1.7391000000000003,3.4737,64.96039999999999,84.65414233699995,37.4,21.101,26.299333333333337,17.522333333333332,75.708,14.477333333333336,90.90666666666662,145.70433333333332,220.43166666666664,1081.3206666666667,199.78666666666672,-0.3399999999999999,6.855833333333334,16614373.066666666,0.0,0.0,0.0,30.0,0.8608031464000624,0.1391967484366958,0.0009935125148596,0.0019844542710987,0.0001053579362061,516220.696051,309918.30314,45002.513869,161299.879042,0.0,79.01139430555556,77.98791666666666,1985.8297119,45.28543767709722,2150.1249,74.35854151342657,1316.3199463,0.0,0.0,0.315330177867922,105.3579362061474,2017,9,Estres Leve,0
2017-10-01,1803.251770956,1720.0640999999998,316.5535,132.6172,99.1602,5.6621,67.0351,0.0,0.0,12.0789,2036.6179,1.9832,4.063,152.17199999999997,79.11432904399999,89.14999999999999,21.10935483870968,25.74935483870968,17.943870967741937,78.10741935483871,13.299032258064516,128.3590322580645,266.0193548387096,247.1148387096774,1802.7029032258065,319.7451612903225,-0.6000000000000002,9.398387096774192,16638211.0,0.0,0.0,0.0,31.0,0.8445688805936546,0.155430972103309,0.001099790962051,0.0022531518146498,0.0001083801480192,640192.760656,398252.787043,46060.472742,195879.500871,0.0,101.99090510752688,97.18991935483872,1988.2644043,67.7362497131586,2150.4604,92.38088180581082,1315.62146,0.0,0.0,0.3721912227898949,108.38014801927926,2017,10,Estres Leve,0
2017-11-01,1728.1067077910002,1590.7398,374.3916,171.3425,88.8056,5.736400000000001,100.65970000000002,0.0,0.0,7.8474,1965.1312,1.7614,15.1067,115.1721,108.507092209,86.68000000000002,20.656,25.68500000000001,17.408333333333335,77.95366666666668,14.002666666666666,191.66800000000003,327.3556666666666,321.6296666666667,1664.7156666666665,368.08533333333344,-0.7699999999999999,7.004999999999999,16662048.866666667,0.0,0.0,0.0,30.0,0.8094827459866294,0.1905173557877459,0.0010192657618067,0.0087417634176714,0.0001037151386134,517796.112743,307919.479889,46339.941269,163536.691585,0.0,55.92574361111111,71.77472222222222,1987.6651611,30.019576049111112,2151.934,74.09749595626741,1316.0059814,0.0,0.0,0.3255064799051359,103.71513861348538,2017,11,Estres Leve,0
2017-12-01,1853.457842534,1685.975,453.8254,233.0161,85.07509999999999,9.6314,115.2752,0.0,0.0,10.827600000000002,2139.7997000000005,10.335600000000005,8.4178,162.15720000000005,126.10245746599996,117.40999999999995,21.5841935483871,25.89,18.610645161290325,78.82774193548389,12.627096774193552,255.2148387096774,272.1003225806451,341.4761290322581,1456.9038709677418,361.5125806451614,-0.8599999999999999,8.886290322580647,16685886.70967742,0.0,0.0,0.0,31.0,0.7879125321870079,0.2120877949464147,0.0055763879613627,0.0045416733020975,0.0001110793735318,472414.820853,279839.537424,41657.069229,150918.2142,0.0,57.44492217741936,68.09354838709677,1985.4962158,31.10481382701613,2146.715,65.23078287854251,1316.2391357,0.0,0.0,0.2802027437257373,111.07937353182665,2017,12,Estres Leve,0
2018-01-01,1932.786276036,1887.32,416.6368,221.5012,90.21010000000004,7.6612,86.2731,0.0,0.0,10.9912,2303.9568,0.6084,116.54329999999996,158.101184322,97.13443964200005,137.64,21.63935483870968,25.74129032258065,18.73612903225806,79.45548387096777,11.49935483870968,309.99,401.9951612903226,445.3280645161291,2052.6983870967747,490.83225806451617,-0.7699999999999999,10.578225806451613,16710115.41935484,0.0,0.0,0.0,31.0,0.8191646648930223,0.1808353351069777,0.0003147787251717,0.0602980792263392,0.0001156656448822,723989.057475,446246.138314,61713.511647,216029.407514,0.0,106.57092607526882,103.0296081639785,1986.5587158,65.90316178084677,2143.0493,104.0175151053981,1316.1387939,0.0,0.0,0.3836069439602187,115.66564488221968,2018,1,Superavit Energetico,3
2018-02-01,1704.833887988,1619.4587,426.1498,200.2986,82.0184,9.0437,126.3268,0.0,0.0,8.462299999999999,2045.6083,1.2474000000000005,25.8052,181.4278,134.788812012,291.79,21.70642857142857,25.287499999999994,19.42357142857143,84.67607142857143,10.181785714285713,362.0639285714286,396.4857142857143,449.0328571428572,1818.5128571428568,494.485,-0.7100000000000001,7.345535714285714,16733171.714285716,0.0,0.0,0.0,28.0,0.7916758550500603,0.2083242427203683,0.0007316841885822,0.0151364893564232,0.0001018834873087,643996.649324,389121.29367,65670.466919,189204.888735,0.0,58.54993779761904,101.72380952380952,1985.3277588,35.07287036787202,2144.0989,100.66891162261904,1315.979248,0.0,0.0,0.3976616688798547,101.88348730877613,2018,2,Equilibrio Hidrico,2
2018-03-01,1908.618609109,1672.503,616.0521,279.267,84.70469999999999,33.657300000000006,206.7524,0.0,0.0,11.6707,2288.5548,1.9069000000000005,7.357900000000002,156.06249999999997,218.42269089100003,170.78000000000006,22.044838709677418,25.662903225806453,19.41064516129032,81.89032258064516,10.564516129032256,248.883870967742,322.76741935483875,424.98032258064507,1544.811935483871,392.8287096774194,-0.5700000000000001,8.40241935483871,16756228.0,0.0,0.0,0.0,31.0,0.7308118643259056,0.2691882667611892,0.0009990995534148,0.0038550918265618,0.000113905027379,527862.591271,315073.277894,41398.709919,171390.603458,0.0,60.152930107526885,70.70120967741936,1985.3312988,37.7962377830914,2128.0036,73.65759866083445,1315.4787598,0.0,0.0,0.3156123434582777,113.90502737901392,2018,3,Estres Leve,0
2018-04-01,1920.708958515,1841.4063,392.2575,164.78129999999996,72.6024,27.579200000000004,115.0958,0.0,0.0,12.1988,2233.6633999999995,2.0524,19.5485,168.1639,127.29444148500002,151.56999999999996,21.863000000000003,25.79433333333333,18.860333333333337,80.85433333333334,10.635333333333334,309.6206666666666,491.746,443.8693333333334,2527.248666666667,560.7733333333333,-0.39,9.145,16780065.933333334,0.0,0.0,0.0,30.0,0.824388446352302,0.1756117327257097,0.0010685637669888,0.0101777522895056,0.0001144637313194,679520.145173,410287.40942,42841.883265,226390.852488,0.0,132.57672277777775,102.19680555555556,1981.4329834,87.71379361681944,2122.52,99.04732780583332,1315.4787598,0.0,0.0,0.3690223853220226,114.46373131940696,2018,4,Equilibrio Hidrico,2
2018-05-01,1941.788504109,1907.0844,374.2699,166.8637,69.8417,20.9351,104.6535,0.0,0.0,11.975899999999998,2281.3543,2.4352000000000005,16.5679,208.8034,116.6296958909999,176.73000000000002,21.43290322580645,25.108709677419355,18.8,83.55516129032259,11.081290322580642,263.62516129032264,453.80612903225807,443.0112903225807,2880.231612903226,552.6174193548387,-0.1299999999999999,13.548387096774196,16803903.774193548,0.0,0.0,0.0,31.0,0.8359439829227754,0.1640560170772246,0.0012541015640204,0.0085322886426306,0.0001155557976409,750016.478158,470010.197268,48222.19034,231784.09055,0.0,259.02336491935483,208.8149193548387,1984.6644287,177.79416333112903,2136.2814941,109.76386465604838,1316.3901367,0.0,0.0,0.3932791218668665,115.55579764096753,2018,5,Equilibrio Hidrico,2
2018-06-01,1781.9365400339998,1794.325,277.2371,111.81289999999998,71.73909999999998,6.069400000000001,71.80879999999999,0.0,0.0,15.8069,2071.5619,2.7104000000000004,10.5471,194.1729,87.61575996599993,49.2,20.51833333333333,24.97666666666667,17.237000000000002,79.43466666666669,12.75,219.0043333333333,459.8549999999999,400.5086666666666,3116.4073333333336,548.8433333333331,0.06,17.083333333333332,16827741.633333333,0.0,0.0,0.0,30.0,0.8661701105817788,0.133829985963731,0.0015210418211348,0.0059188976504173,0.0001058927917281,733611.239727,480003.090554,70170.274294,183437.874879,0.0,173.34977916666668,177.48583333333335,1990.5290527,117.49925829225,2153.96,114.59538198275382,1315.7297363,0.0,0.0,0.4088508156142282,105.89279172816867,2018,6,Equilibrio Hidrico,2
2018-07-01,1816.835713545,1792.9522999999997,293.3673,101.4605,74.10320000000002,7.8696,93.0298,0.0,0.0,16.904199999999996,2086.3193,2.9902,8.548499999999999,153.9914,109.93388645500004,48.1,20.446774193548386,25.28032258064516,17.00516129032258,77.14451612903225,14.260967741935485,171.59548387096777,361.6912903225806,331.3677419354839,2446.465483870968,432.6348387096775,0.1399999999999999,15.282258064516132,16851340.129032258,0.0,0.0,0.0,31.0,0.8593853778757641,0.1406147659181411,0.0016458285015575,0.0047051584996203,0.0001078155030776,681201.770166,468246.447052,67740.236498,145215.086616,0.0,174.1839439516129,173.4814516129032,1990.9036865,118.52478004375,2152.7470703,108.64969034489248,1316.7572021,0.0,0.0,0.3799330133690674,107.8155030776972,2018,7,Equilibrio Hidrico,2
2018-08-01,1843.963577868,1790.4755,351.532,165.28779999999998,69.7634,5.7928,92.85349999999998,0.0,0.0,17.8345,2142.0068,2.5108999999999995,19.3607,170.5055,110.68792213200004,34.25,20.536774193548386,25.77032258064516,16.85,75.29806451612905,15.27322580645161,142.44225806451612,260.47483870967744,287.0238709677419,2028.0874193548389,344.9661290322581,0.2699999999999999,12.213709677419356,16875074.096774194,0.0,0.0,0.0,31.0,0.8358869355596819,0.1641133912366665,0.0013616863316265,0.0104995023938514,0.0001092714359233,717162.342109,486308.086826,76006.825056,154847.430227,0.0,177.7547560483871,178.08897849462366,1990.6369629,118.12084940071236,2152.92,112.3289056063172,1316.2921143,0.0,0.0,0.4005429519191968,109.27143592338292,2018,8,Estres Leve,0
2018-09-01,1834.086801047,1769.8924999999997,342.2396,164.78300000000002,66.2391,5.616599999999999,90.8867,0.0,0.0,14.7142,2112.1321,3.4001,10.843400000000004,165.00139999999996,105.600598953,39.89000000000001,21.001,26.415333333333333,17.147,75.023,14.826666666666666,113.87033333333332,186.20066666666665,222.4906666666667,1250.073666666667,238.467,0.5299999999999999,7.2775,16898425.233333334,0.0,0.0,0.0,30.0,0.8379648697162453,0.1620351302837545,0.0018538381051862,0.0059121520278156,0.0001085359597549,700903.998015,470167.359168,74621.693044,156114.945803,0.0,110.37447152777776,134.09930555555556,1989.5252686,70.64953059154166,2152.86,112.83122314402776,1316.2043457,0.0,0.0,0.3960150110896567,108.5359597549442,2018,9,Estres Leve,0
2018-10-01,1850.567794579,1406.4375,617.7828999999999,225.1081,68.26009999999998,45.1319,269.85209999999995,0.0,0.0,9.430699999999998,2024.2203,57.968900000000005,0.8063,-48.4676,279.28270542099995,59.76,20.816451612903226,26.19193548387096,17.304516129032258,76.78709677419354,14.159032258064515,113.75709677419354,223.5874193548388,231.6203225806452,1174.5383870967742,247.7864516129032,0.8099999999999997,8.101612903225806,16921776.35483871,0.0,0.0,0.0,31.0,0.6948045625271124,0.3051954868746253,0.031324926419779,0.0004357041132791,0.000109360137835,504906.705494,292043.593283,49251.137737,156350.144474,7261.83,55.57848467741936,74.89072580645161,1982.3516846,30.777733091948924,2145.12,69.13175016666666,1315.7740479,7.607252954338843,0.0,0.3589969020976759,109.36013783504698,2018,10,Estres Severo,4
2018-11-01,1860.1964095880005,1452.4759,509.1217,206.6369,65.59179999999999,60.53640000000001,167.7344,0.0,0.0,8.6222,1961.5973,47.20220000000001,1.2033,-28.9571,176.35689041199998,154.57000000000002,21.32733333333333,25.867666666666665,18.270666666666667,79.862,12.927333333333332,329.89700000000005,241.5206666666668,310.83633333333336,1461.5963333333336,380.5153333333334,0.97,9.919166666666666,16945127.5,0.0,0.0,0.0,30.0,0.7404556990366984,0.2595444538998906,0.0253748473853115,0.000646867176927,0.0001097776578894,537781.217635,301577.220624,34338.44342,136865.184591,65000.369,97.35931972222222,67.79833333333333,1988.3557129,65.41569509393055,2137.89,75.21314971553957,1316.3459473,25.918201835833333,790.64,0.3702513877407535,109.77765788944345,2018,11,Estres Leve,0
