fecha,tipo_dia,demanda_gwh,gen_hidraulica_gwh,gen_termica_total_gwh,gen_vapor_bunker_gwh,gen_turbinas_gas_gwh,gen_turbinas_diesel_gwh,gen_motores_bunker_gwh,gen_motores_diesel_gwh,gen_turbinas_nafta_gwh,gen_otros_gwh,total_generacion_gwh,total_importacion_gwh,total_exportacion_gwh,total_perdidas_transporte_gwh,pct_hidro,pct_termica,balance_gwh,dependencia_importacion,excedente_exportacion,intensidad_energetica,temperatura_media_c,temperatura_max_c,temperatura_min_c,humedad_relativa_pct,precipitacion_mm,viento_max_kmh,dia_semana,dia_semana_sin,dia_semana_cos,dia_del_anio_sin,dia_del_anio_cos,flag_covid,flag_racionamiento,caudal_paute_m3s,caudal_coca_m3s,caudal_pastaza_m3s,caudal_napo_m3s,caudal_ponderado,oni_mensual,precip_embalses,poblacion
2012-05-10,Laboral,55.222873256,67.6779,17.224999999999998,7.343,5.1008,2.8266,1.7731,0.1815,0.0,0.0,84.9027,0.1295,0.092,27.7628,0.7971,0.20287929594700757,1.9545267439999918,0.002345042776019079,0.0016659763350869133,3.6411539533905115e-06,21.43,25.18,18.46,84.52,3.26,8.89,3,0.433884,-0.900969,0.775859,-0.630907,0,0,221.33,326.34,542.25,1408.29,383.0,-0.17,1.075,15166311
2012-05-11,Laboral,54.138518478,70.2493,17.735599999999998,8.1225,4.4385,3.0111,2.0228,0.1407,0.0,0.0,87.9849,0.1282,0.0879,31.7231,0.7984,0.2015754976137951,2.1635815219999976,0.002367999782855085,0.001623612955639329,3.569477251640923e-06,21.38,24.78,19.0,86.1,8.92,7.74,4,-0.433884,-0.900969,0.764891,-0.644159,0,0,216.77,315.23,536.03,1369.88,373.21,-0.17,7.274999999999999,15167072
2012-05-12,Sábado,49.73652598,66.1801,15.4707,7.6733,4.44,1.952,1.362,0.0434,0.0,0.0,81.6508,0.1873,0.0918,30.6044,0.8105,0.1894739549398169,1.4053740199999893,0.0037658440413654314,0.0018457260170707242,3.279079218501417e-06,21.2,24.18,19.04,86.39,6.64,8.57,5,-0.974928,-0.222521,0.753698,-0.657221,0,0,213.29,312.33,531.11,1474.71,378.05,-0.17,7.399999999999999,15167833
2012-05-13,Domingo,43.923520282,60.0683,11.9776,6.3288,4.2249,0.8106,0.5847,0.0286,0.0,0.0,72.046,0.153,0.0936,27.5685,0.8337,0.16624934069899786,0.6133797180000187,0.0034833273612338376,0.002130976738637171,2.8956883071694054e-06,20.93,23.95,19.04,87.75,6.5,8.49,6,-0.781831,0.62349,0.742281,-0.670089,0,0,209.86,307.32,527.45,1526.57,378.21,-0.17,3.2750000000000004,15168594
2012-05-14,Laboral,52.823814689,66.4455,17.7299,7.911,4.9361,2.8386,1.9382,0.106,0.0,0.0,84.1755,0.3016,0.0841,29.525,0.7894,0.21063017148695287,2.0441853109999855,0.005709546002606377,0.0015920849430344705,3.482271638378824e-06,21.3,25.03,18.77,85.72,5.22,7.69,0,0.0,1.0,0.730644,-0.682758,0,0,206.97,299.61,522.6,1502.14,371.65,-0.17,10.85,15169355
2012-05-15,Laboral,55.451328561,68.5036,18.849999999999998,8.0096,4.7711,4.0093,1.941,0.119,0.0,0.0,87.3536,0.2883,0.0824,30.0482,0.7842,0.21578961828705398,2.0599714390000017,0.005199154059633605,0.0014859878408387411,3.6553002337622202e-06,21.64,25.0,19.26,84.4,4.44,9.38,1,0.781831,0.62349,0.718792,-0.695225,0,0,203.17,300.3,519.0,1587.55,376.37,-0.17,13.225,15170116
2012-05-16,Laboral,54.908691719,70.038,18.437099999999997,7.9986,5.1129,3.011,2.2033,0.1113,0.0,0.0,88.4752,0.2298,0.0894,31.3922,0.7916,0.2083872090710165,2.314708281000005,0.004185129763717946,0.0016281575320991487,3.6193485530862848e-06,21.24,23.9,19.41,86.47,7.39,7.89,2,0.974928,-0.222521,0.706727,-0.707487,0,0,199.91,303.79,515.42,1647.16,380.43,-0.17,7.25,15170877
2012-05-17,Laboral,54.482143987,71.4523,17.7026,7.814,4.8055,2.9634,2.0446,0.0751,0.0,0.0,89.155,0.2962,0.0862,32.7631,0.8014,0.19855981156412988,2.119756012999993,0.005436643610623627,0.0015821697475886449,3.5910521979894327e-06,21.02,23.89,19.15,88.18,11.61,8.33,3,0.433884,-0.900969,0.694452,-0.719539,0,0,196.7,302.39,510.68,1666.25,379.45,-0.17,5.125,15171638
2012-05-18,Laboral,54.928931423,71.0693,17.6573,8.0518,4.1833,3.0845,2.2014,0.1363,0.0,0.0,88.7266,0.5483,0.0856,31.9226,0.801,0.19900796378988939,2.337768577000002,0.009981989195777696,0.0015583773028607893,3.6203194645092055e-06,21.37,25.02,18.77,85.15,4.33,8.4,4,-0.433884,-0.900969,0.681972,-0.731378,0,0,193.09,296.17,504.82,1632.05,372.3,-0.17,7.85,15172399
2012-05-19,Sábado,49.921111936,65.5169,15.536999999999999,7.4998,4.2939,1.5656,2.0847,0.093,0.0,0.0,81.0539,0.6701,0.0798,29.5453,0.8083,0.19168725995911362,2.1777880639999943,0.013423178571404487,0.0015985220862529145,3.290093292102634e-06,20.71,23.11,19.22,90.6,14.99,7.76,5,-0.974928,-0.222521,0.66929,-0.743001,0,0,211.32,286.74,502.5,1624.55,376.04,-0.17,12.175,15173160
2012-05-20,Domingo,46.800211595,62.8616,12.9587,6.7548,4.4226,1.1014,0.661,0.0189,0.0,0.0,75.8202,0.1685,0.0941,28.4145,0.8291,0.17091355601805325,0.6798884049999963,0.0036004110720303253,0.002010674669899428,3.084253015090826e-06,21.11,24.5,18.8,88.11,9.21,8.17,6,-0.781831,0.62349,0.656411,-0.754404,0,0,219.8,278.9,502.5,1583.89,373.74,-0.17,5.225,15173921
2012-05-21,Laboral,53.383624556,67.6298,16.8481,8.125,4.5112,2.484,1.5466,0.1813,0.0,0.0,84.4779,0.5672,0.0997,29.8338,0.8006,0.1994379595136716,1.7279754440000055,0.010624981063340895,0.001867613913989928,3.517940247841767e-06,21.08,23.73,19.21,88.99,7.43,7.42,0,0.0,1.0,0.643337,-0.765584,0,0,225.46,278.25,503.66,1605.94,377.81,-0.17,12.075,15174682
2012-05-22,Laboral,55.343745502,69.8103,18.084500000000002,8.1706,4.8482,2.9704,1.9829,0.1124,0.0,0.0,87.8948,0.4084,0.0903,30.7739,0.7942,0.20575164856168968,2.0952544980000063,0.007379334309515451,0.0016316206859677896,3.646927836109957e-06,21.26,24.2,19.07,88.88,9.07,6.9,1,0.781831,0.62349,0.630072,-0.776537,0,0,218.28,277.61,502.5,1647.16,377.39,-0.17,8.6,15175443
2012-05-23,Laboral,55.15295046,69.4307,18.1248,8.1913,4.6977,2.6409,2.4888,0.1061,0.0,0.0,87.5555,0.3897,0.0876,30.1098,0.793,0.2070092684068962,2.5948495400000056,0.007065805124652981,0.0015883103128550196,3.6341729763253052e-06,21.41,24.89,18.93,86.34,5.49,8.35,2,0.974928,-0.222521,0.616621,-0.78726,0,0,206.01,271.9,499.03,1523.05,359.97,-0.17,1.1250000000000002,15176204
2012-05-24,Laboral,55.405142137,70.7165,17.9532,7.7171,5.2907,2.8698,1.9948,0.0808,0.0,0.0,88.6697,0.3622,0.0906,31.4604,0.7975,0.2024727725480068,2.075757863000014,0.006537299355796074,0.0016352272822615249,3.650607492143521e-06,21.7,25.6,18.55,82.77,1.83,9.63,3,0.433884,-0.900969,0.602988,-0.79775,0,0,197.15,258.42,491.04,1360.44,337.74,-0.17,5.25,15176965
2012-05-25,Festivo,50.054922319,65.1565,14.951600000000001,6.7405,4.5048,1.593,2.087,0.0263,0.0,0.0,80.1081,0.5768,0.0766,28.44,0.8134,0.18664279891796212,2.1133776809999993,0.01152334222644586,0.0015303190266049806,3.2979197489136384e-06,21.6,25.03,19.14,84.54,3.71,9.11,4,-0.433884,-0.900969,0.589176,-0.808005,0,0,190.43,246.74,482.06,1311.2,325.67,-0.17,9.55,15177726
2012-05-26,Festivo,47.612998095,61.5312,16.4876,6.654,5.3621,2.5639,1.8862,0.0214,0.0,0.0,78.0188,1.9589,0.0316,30.4256,0.7887,0.21132855157987562,1.9075019050000002,0.04114212669598117,0.0006636843144586273,3.1368737934815244e-06,21.73,25.53,19.12,85.04,4.6,9.6,5,-0.974928,-0.222521,0.57519,-0.81802,0,0,184.78,239.44,474.34,1302.17,318.94,-0.17,5.449999999999999,15178487
2012-05-27,Festivo,44.099805498,60.2802,13.873299999999999,6.0523,4.5804,2.4513,0.7714,0.0179,0.0,0.0,74.1535,0.1243,0.0861,29.3026,0.8129,0.18708894387992475,0.7892945019999935,0.002818606535705406,0.0019523895633486359,2.905269450634182e-06,21.02,24.2,18.91,86.86,15.14,10.43,6,-0.781831,0.62349,0.561034,-0.827793,0,0,180.55,234.5,465.66,1308.18,314.78,-0.17,8.1,15179248
2012-05-28,Laboral,51.805435968000005,63.7347,16.311200000000003,5.837,4.8019,2.7223,2.9324,0.0176,0.0,0.0,80.0461,0.7637,0.0727,25.9815,0.7962,0.2037725760530495,2.950164031999993,0.014741696228012332,0.0014033276362138227,3.4127407940271977e-06,21.07,24.27,19.14,87.8,9.51,9.58,0,0.0,1.0,0.546711,-0.837321,0,0,185.64,230.74,459.26,1344.86,317.78,-0.17,8.325,15180009
2012-05-29,Laboral,52.983474726,65.6063,17.1298,5.8612,4.0847,3.8782,3.295,0.0107,0.0,0.0,82.736,0.5643,0.0849,26.9264,0.793,0.20704167472442467,3.3055252740000043,0.010650490608972598,0.0016023864127268717,3.4901704410250598e-06,21.2,24.75,18.94,84.97,5.42,9.2,1,0.781831,0.62349,0.532227,-0.846602,0,0,254.86,245.04,458.2,1544.25,369.13,-0.17,16.474999999999998,15180770
2012-05-30,Laboral,53.135377385,64.9798,16.6739,5.3888,4.6878,3.3906,3.1327,0.074,0.0,0.0,81.6537,0.5737,0.0721,25.8133,0.7958,0.2042026264578335,3.206622614999997,0.010796949758033605,0.0013569114128537962,3.5000012439456864e-06,21.43,25.46,18.76,82.3,3.11,9.91,2,0.974928,-0.222521,0.517586,-0.855631,0,0,237.78,255.45,460.32,1740.81,380.64,-0.17,3.85,15181531
2012-05-31,Laboral,53.05629148,61.917,17.757,5.6415,5.6022,3.707,2.7186,0.0877,0.0,0.0,79.674,0.9451,0.0682,24.6883,0.7771,0.22287069809473606,2.806308519999998,0.01781315605815124,0.0012854271962394609,3.494616720584744e-06,21.52,25.57,18.59,81.39,2.85,9.75,3,0.433884,-0.900969,0.502791,-0.864408,0,0,206.97,253.1,455.04,1519.55,348.67,-0.17,4.775,15182292
2012-06-01,Laboral,53.317275644,61.5561,18.1215,6.0845,5.3659,3.7285,2.8799,0.0627,0.0,0.0,79.6776,0.6222,0.081,23.9589,0.7726,0.2274353143166963,2.942624356000003,0.011669763551957077,0.0015192074055103235,3.5116307401416566e-06,21.37,25.38,18.85,83.63,9.71,8.76,4,-0.433884,-0.900969,0.487847,-0.872929,0,0,191.75,251.93,448.78,1457.81,336.13,0.06,9.35,15183053
2012-06-02,Sábado,49.932492679,61.6402,15.0729,5.8065,5.1447,1.5662,2.5555,0.0,0.0,0.0,76.7131,0.6455,0.072,24.7987,0.8035,0.19648404249078713,2.5554073209999935,0.012927453955677973,0.0014419468393629961,3.288534269387125e-06,21.33,24.73,19.17,85.11,7.46,8.45,5,-0.974928,-0.222521,0.472759,-0.881192,0,0,192.2,269.4,445.68,1591.21,352.83,0.06,13.25,15183814
2012-06-03,Domingo,46.505818196,58.0922,13.9179,6.5961,5.0109,1.02,1.2612,0.0297,0.0,0.0,72.0101,0.2846,0.0832,24.4147,0.8067,0.19327705419100932,1.290981803999987,0.006119664399850913,0.0017890234647491073,3.0627013397477376e-06,21.5,25.29,18.72,84.55,3.27,9.34,6,-0.781831,0.62349,0.457531,-0.889193,0,0,186.5,274.42,442.61,1613.36,353.58,0.06,2.7,15184575
2012-06-04,Laboral,52.333237675,61.1117,17.8894,7.3638,5.2267,3.0697,2.1775,0.0517,0.0,0.0,79.0012,0.1236,0.0834,24.4788,0.7736,0.22644466160007695,2.2293623249999968,0.002361787756522557,0.0015936334861972592,3.4463009363111884e-06,21.62,25.17,18.88,83.8,0.87,9.92,0,0.0,1.0,0.442168,-0.896932,0,0,179.72,263.24,436.52,1392.16,328.88,0.06,3.425,15185336
2012-06-05,Laboral,53.810013182,65.3874,17.7389,7.5871,4.9858,2.9595,2.113,0.0935,0.0,0.0,83.1262,0.3249,0.0867,27.3479,0.7866,0.21339722013035603,2.2064868180000055,0.006037909689802536,0.0016112242847210832,3.543373467323434e-06,21.45,25.1,18.86,83.18,0.86,10.09,1,0.781831,0.62349,0.426674,-0.904405,0,0,174.39,246.74,431.51,1215.19,306.27,0.06,4.050000000000001,15186097
2012-06-06,Laboral,54.814948519,65.3397,19.378600000000002,7.953,5.6505,3.3306,2.3491,0.0954,0.0,0.0,84.7183,0.4062,0.0648,27.8002,0.7713,0.22874160600484195,2.444551480999994,0.007410387330003651,0.001182159278641646,3.6093672910486156e-06,21.68,25.77,18.55,80.86,0.42,9.39,2,0.974928,-0.222521,0.411054,-0.911611,0,0,169.61,234.5,425.58,1110.73,290.96,0.06,1.225,15186858
2012-06-07,Laboral,54.861868177,66.2324,19.012199999999996,8.0198,5.3174,3.1426,2.4449,0.0875,0.0,0.0,85.2445,0.4032,0.0523,28.2012,0.777,0.22303139792010038,2.532331823,0.007349366935503583,0.0009533033004137831,3.6122757739050473e-06,21.58,25.33,18.8,81.1,1.18,9.82,3,0.433884,-0.900969,0.395312,-0.918547,0,0,165.72,222.36,418.76,1095.48,282.78,0.06,12.525,15187619
2012-06-08,Laboral,54.416967205,64.1785,18.262099999999997,7.7806,4.77,3.3272,2.3276,0.0567,0.0,0.0,82.4406,0.2787,0.0457,25.8722,0.7785,0.22151828104113744,2.3844327950000093,0.005121564363373639,0.0008398115945682644,3.5828025902038267e-06,21.27,24.91,18.97,82.0,1.36,9.77,4,-0.433884,-0.900969,0.379453,-0.925211,0,0,163.82,219.29,415.87,1255.03,292.62,0.06,5.525,15188380
2012-06-09,Sábado,50.411149125,63.0075,15.281800000000002,5.8244,3.7927,4.1062,1.5493,0.0092,0.0,0.0,78.2892,0.2064,0.0502,26.4758,0.8048,0.19519678320892286,1.5584508749999912,0.004094332376518703,0.0009958114597928241,3.3188940128345638e-06,21.53,25.74,18.45,81.04,2.08,8.98,5,-0.974928,-0.222521,0.363482,-0.931601,0,0,162.31,221.33,414.91,1395.37,303.31,0.06,12.175,15189141
2012-06-10,Domingo,47.037965391,58.7525,15.038200000000002,5.9856,5.0614,2.9185,1.0402,0.0325,0.0,0.0,73.7907,0.1837,0.054,25.8098,0.7962,0.2037953292217041,1.0726346090000014,0.003905355992186435,0.0011480088382039603,3.096660228025171e-06,21.57,25.13,19.12,81.95,1.94,9.32,6,-0.781831,0.62349,0.347403,-0.937716,0,0,161.18,225.99,411.1,1351.07,300.83,0.06,5.75,15189902
2012-06-11,Laboral,52.318706881,65.9853,16.037100000000002,4.726,5.7339,2.9151,2.585,0.0771,0.0,0.0,82.0224,0.5881,0.0433,27.5864,0.8045,0.19552097963483148,2.6620931190000015,0.011240721245990385,0.0008276198434813529,3.4441358406147246e-06,20.94,24.61,18.67,82.12,1.52,9.7,0,0.0,1.0,0.331221,-0.943553,0,0,158.96,228.61,406.38,1281.33,295.07,0.06,4.525,15190663
2012-06-12,Laboral,54.119809048,67.3616,17.098200000000002,5.2491,5.7855,3.547,2.4599,0.0567,0.0,0.0,84.4598,0.6441,0.0565,28.411,0.7976,0.20244187175437311,2.5165909519999943,0.011901372368641104,0.001043980032336939,3.562523766567242e-06,20.74,24.47,17.97,82.43,2.82,9.67,1,0.781831,0.62349,0.314942,-0.949111,0,0,156.04,225.46,399.87,1171.2,283.56,0.06,5.75,15191424
2012-06-13,Laboral,53.927772319,71.0217,17.4078,5.0866,6.0117,3.6192,2.6583,0.032,0.0,0.0,88.4295,0.5522,0.0481,32.3155,0.8031,0.19685512187674928,2.6903276809999994,0.01023962192863374,0.000891933746409422,3.5497048198794314e-06,20.7,24.41,17.77,81.46,1.22,9.93,2,0.974928,-0.222521,0.298569,-0.954388,0,0,152.82,224.94,392.55,1095.48,275.45,0.06,3.15,15192185
2012-06-14,Laboral,53.680894296,68.9501,18.9525,5.4895,5.8765,4.8251,2.7359,0.0255,0.0,0.0,87.9025,0.6346,0.0388,32.0561,0.7844,0.21560820226956,2.7613057040000157,0.011821710653715524,0.0007227897468707254,3.5332775023356233e-06,20.59,24.08,18.29,84.25,5.83,9.98,3,0.433884,-0.900969,0.282108,-0.959383,0,0,149.66,220.82,386.26,1058.25,269.02,0.06,5.550000000000001,15192946
2012-06-15,Laboral,54.025424424,70.7431,17.255100000000002,5.6923,4.9408,4.3597,2.2508,0.0115,0.0,0.0,87.9982,0.5741,0.0474,32.2372,0.8039,0.19608469264144043,2.2622755760000004,0.010626478294633528,0.0008773646945926304,3.5557763766275076e-06,20.89,24.8,18.43,84.5,3.96,9.88,4,-0.433884,-0.900969,0.265563,-0.964094,0,0,147.25,215.77,381.82,1024.65,263.04,0.06,4.624999999999999,15193707
2012-06-16,Sábado,49.731741959,64.0802,18.072499999999998,7.5114,5.0285,3.7088,1.784,0.0398,0.0,0.0,82.1527,0.387,0.0478,30.9364,0.78,0.2199866833348143,1.823758041000005,0.007781750342046169,0.0009611567605938161,3.273016334563342e-06,21.11,25.06,18.34,83.03,4.06,9.3,5,-0.974928,-0.222521,0.24894,-0.968519,0,0,145.55,211.32,379.19,978.49,256.82,0.06,3.15,15194468
2012-06-17,Domingo,44.817717584,64.427,13.784799999999999,4.8079,5.1147,2.4853,1.3463,0.0306,0.0,0.0,78.2119,0.2161,0.0451,32.1882,0.8237,0.1762493942737614,1.37698241599999,0.004821753798483215,0.0010062984558611432,2.9494598326882734e-06,21.51,26.0,17.95,81.48,1.59,9.89,6,-0.781831,0.62349,0.232243,-0.972658,0,0,143.54,206.97,376.57,940.89,251.15,0.06,3.125,15195229
2012-06-18,Laboral,49.808486597000005,65.4651,18.762500000000003,4.9763,5.8083,4.0617,3.7704,0.1458,0.0,0.0,84.2276,1.7651,0.0288,32.2393,0.7772,0.22275952300671042,3.91611340299999,0.035437736028428396,0.0005782147173637402,3.2777388374827835e-06,20.95,23.59,19.02,83.71,3.65,8.82,0,0.0,1.0,0.215477,-0.976509,0,0,140.91,201.77,371.39,945.24,247.82,0.06,9.225,15195990
2012-06-19,Laboral,52.93709535,66.5882,21.3808,4.9604,7.2325,5.0703,3.849,0.1883,0.0,0.0803,87.969,1.5878,0.0294,32.4727,0.757,0.24304925598790486,4.117604649999997,0.029994089957185385,0.0005553761460771194,3.4834482285062115e-06,21.02,24.35,18.48,84.15,2.26,9.31,1,0.781831,0.62349,0.198648,-0.980071,0,0,138.64,195.79,366.28,989.83,247.43,0.06,4.125,15196751
2012-06-20,Laboral,53.825316047,68.6013,19.1935,6.6921,6.0934,3.3766,2.8125,0.0776,0.0,0.1413,87.7948,0.8991,0.0399,31.7973,0.7814,0.21861773134627566,3.0313839529999953,0.01670403568489798,0.0007412868688993766,3.541718937086544e-06,21.24,25.0,18.36,83.65,3.84,8.62,2,0.974928,-0.222521,0.18176,-0.983343,0,0,136.72,187.36,362.92,987.55,242.86,0.06,4.300000000000001,15197512
2012-06-21,Laboral,55.181385608,68.5925,20.6368,7.6741,5.9196,4.4301,2.316,0.1202,0.0,0.1768,89.2293,0.4728,0.0482,31.8596,0.7687,0.23127829087530669,2.6129143920000075,0.008568106704653954,0.0008734829593153989,3.630766838311169e-06,20.94,24.34,18.39,85.09,6.77,8.08,3,0.433884,-0.900969,0.164818,-0.986324,0,0,134.52,180.55,360.41,947.42,235.99,0.06,3.525,15198273
2012-06-22,Laboral,53.8729318,21.7184,25.0934,8.8219,7.373,4.5083,3.996,0.1879,0.0,0.2063,46.8117,1.5916,0.0246,-9.8844,0.464,0.5360497482466989,4.390168199999998,0.02954359354171996,0.0004566300585111278,3.54449709106513e-06,21.17,25.12,18.3,82.14,2.02,9.05,4,-0.433884,-0.900969,0.147827,-0.989013,0,0,132.66,176.42,357.1,896.43,229.39,0.06,3.05,15199034
2012-06-23,Sábado,48.436879328,36.3466,27.728799999999996,8.3492,7.3801,6.9641,4.8476,0.0596,0.0,0.1282,64.0754,1.6951,0.0239,12.2742,0.5672,0.43275266326858663,5.035520671999997,0.034996061338330484,0.0004934256775329471,3.1866797761417178e-06,20.41,23.61,18.04,84.45,8.15,9.51,5,-0.974928,-0.222521,0.130793,-0.99141,0,0,130.83,173.18,352.18,842.33,222.74,0.06,1.675,15199795
2012-06-24,Domingo,43.344634936,34.3322,24.4033,8.1631,7.1821,4.9473,3.7872,0.0712,0.0,0.2524,58.7354,0.1844,0.0493,11.4152,0.5845,0.4154785699935644,4.110665063999994,0.00425427507400336,0.0011373956678327854,2.8515164140048562e-06,20.1,23.49,17.98,85.26,7.55,9.9,6,-0.781831,0.62349,0.11372,-0.993513,0,0,129.32,170.4,347.34,813.7,218.36,0.06,6.625,15200556
2012-06-25,Laboral,50.588577317,50.2031,23.7158,6.6906,7.0831,5.8898,3.7454,0.0576,0.0,0.2493,73.9189,0.3568,0.0392,19.5955,0.6792,0.32083540204196764,4.052422683000003,0.007052975571228397,0.0007748784820407879,3.327907530446211e-06,19.98,23.07,17.85,86.62,6.9,7.41,0,0.0,1.0,0.096613,-0.995322,0,0,130.83,170.0,344.94,846.23,221.12,0.06,13.725,15201317
2012-06-26,Laboral,52.626756601,57.2992,23.6889,7.1302,7.346,5.5685,3.2578,0.128,0.0,0.2584,80.9881,0.7007,0.0396,25.3782,0.7075,0.29249852756145656,3.644243399000011,0.013314519937310473,0.0007524689446517693,3.4618133521614608e-06,20.22,23.97,17.57,84.49,5.27,8.35,1,0.781831,0.62349,0.079477,-0.996837,0,0,197.61,180.55,348.95,1121.02,276.19,0.06,16.025,15202078
2012-06-27,Laboral,52.480327032,66.1292,18.308,6.0547,5.163,4.3983,2.2938,0.1087,0.0,0.2895,84.4371,0.4905,0.0375,29.7178,0.7832,0.2168241211505369,2.6919729680000053,0.009346359440575066,0.0007145534740500815,3.452008340810555e-06,20.03,23.59,17.75,83.8,3.98,10.25,2,0.974928,-0.222521,0.062318,-0.998056,0,0,192.64,192.2,357.92,1398.59,300.41,0.06,4.925,15202839
2012-06-28,Laboral,52.664256811,65.0921,19.679799999999997,6.1957,6.1275,4.9028,2.0935,0.0763,0.0,0.284,84.7719,0.4348,0.0326,30.056,0.7678,0.2321500402845754,2.4538431889999934,0.008256073973670567,0.0006190156659191823,3.463933332302876e-06,20.21,24.01,17.37,82.54,2.95,9.92,3,0.433884,-0.900969,0.045141,-0.998981,0,0,165.34,191.31,357.1,1195.74,272.39,0.06,3.725,15203600
2012-06-29,Laboral,51.406182315,52.386,25.4919,7.7732,6.9946,5.5553,4.5764,0.2695,0.0,0.3229,77.8779,0.4785,0.0277,21.7537,0.6727,0.32733163066800725,5.168817684999997,0.00930821894277056,0.0005388456942836875,3.3810156385394957e-06,19.82,23.26,17.23,85.42,3.95,9.06,4,-0.433884,-0.900969,0.02795,-0.999609,0,0,150.01,186.07,352.18,1113.29,256.81,0.06,6.124999999999999,15204361
2012-06-30,Sábado,47.115162421,45.0122,25.4743,7.7826,7.1342,5.4988,4.5236,0.2422,0.0,0.2929,70.4865,0.6155,0.0336,18.8946,0.6386,0.3614067942088201,5.0586375789999956,0.013063735077471824,0.0007131462203136527,3.098637578902688e-06,20.2,23.71,17.54,83.72,1.81,9.46,5,-0.974928,-0.222521,0.010751,-0.999942,0,0,141.56,185.21,349.75,1139.25,254.45,0.06,8.024999999999999,15205122
2012-07-01,Domingo,42.436860633,46.5973,19.666200000000003,6.6145,5.6769,4.4,2.4401,0.2005,0.0,0.3342,66.2637,0.1962,0.0372,21.0109,0.7032,0.29678692858986144,2.9749393670000046,0.004623339169614017,0.0008765964174803334,2.790818568905206e-06,20.24,23.83,17.76,83.43,3.68,10.25,6,-0.781831,0.62349,-0.006451,-0.999979,0,0,136.72,188.23,348.95,1204.04,258.3,0.3,9.975,15205883
2012-07-02,Laboral,49.96478077,59.168,21.046599999999998,6.7105,6.5519,4.3783,2.9609,0.0938,0.0,0.3512,80.2146,1.1583,0.0202,27.982,0.7376,0.2623786692198178,3.405919230000002,0.023182329275733958,0.0004042847719673883,3.285721504271917e-06,20.54,24.44,17.73,80.99,3.04,10.31,0,0.0,1.0,-0.023651,-0.99972,0,0,133.59,191.31,348.95,1182.04,256.4,0.3,2.5,15206639
2012-07-03,Laboral,50.84766025,65.3647,20.8839,6.5477,6.4594,4.6988,2.7512,0.0875,0.0,0.3393,86.2485,0.7275,0.0295,32.9209,0.7579,0.24213638498060835,3.1779397500000144,0.014307442986031989,0.00058016435476006,3.3436143135372173e-06,20.34,24.23,17.69,82.03,5.36,10.34,1,0.781831,0.62349,-0.040844,-0.999166,0,0,130.22,192.64,344.14,1053.39,245.15,0.3,5.7,15207394
2012-07-04,Laboral,52.370301575000006,68.1313,19.595499999999998,6.572,5.8642,4.1282,2.5836,0.1023,0.0,0.3452,87.7268,0.4102,0.033,32.7026,0.7766,0.22336959743202758,3.031098424999996,0.007832683556586909,0.000630128126200312,3.443568190411063e-06,20.3,24.29,17.57,82.97,4.09,8.93,2,0.974928,-0.222521,-0.058026,-0.998315,0,0,127.23,191.75,338.63,1060.7,243.49,0.3,4.35,15208150
2012-07-05,Laboral,52.468657932,69.5381,16.0214,6.3363,3.3918,3.9701,1.9545,0.0628,0.0,0.3059,85.5594,0.6085,0.0371,31.339,0.8127,0.18725470258089702,2.32314206800001,0.011597399742692546,0.0007070887928576721,3.4498642691239113e-06,20.26,23.79,17.67,83.99,2.16,9.51,3,0.433884,-0.900969,-0.07519,-0.997169,0,0,124.89,187.8,333.97,1043.72,239.2,0.3,2.3,15208905
2012-07-06,Laboral,51.274679863,67.5858,16.5679,5.662,4.5204,3.634,2.4255,0.0735,0.0,0.2525,84.1536,0.7435,0.0327,30.8383,0.8031,0.19687690128526886,2.751420136999986,0.014500334316792339,0.000637741670691472,3.3711914988111834e-06,20.44,24.2,17.72,81.99,0.78,10.1,4,-0.433884,-0.900969,-0.092331,-0.995728,0,0,122.59,183.93,330.13,945.24,228.83,0.3,6.175000000000001,15209661
2012-07-07,Sábado,47.61844454,64.5402,17.9314,4.0754,5.3655,4.7093,3.4444,0.049,0.0,0.2878,82.4715,1.0455,0.0334,32.084,0.7826,0.21742541362773804,3.781155460000008,0.0219557780624642,0.0007014088831050255,3.1306470868383873e-06,20.54,24.56,18.01,81.92,2.23,9.66,5,-0.974928,-0.222521,-0.109446,-0.993993,0,0,120.9,181.39,326.34,971.75,228.76,0.3,11.025,15210416
2012-07-08,Domingo,44.219246654,63.1839,14.811499999999999,4.088,4.6479,4.1727,1.4727,0.1191,0.0,0.3111,77.9955,1.2072,0.0294,33.0511,0.8101,0.1899019815245751,1.902953346000011,0.02730032941189419,0.0006648688574467272,2.9070243012175526e-06,20.82,25.07,17.87,78.87,1.39,10.28,6,-0.781831,0.62349,-0.126528,-0.991963,0,0,138.96,194.43,325.59,1320.3,268.21,0.3,18.7,15211172
2012-07-09,Laboral,50.644260612,65.8523,19.02,4.3355,5.9145,5.3404,3.1948,0.1875,0.0,0.0473,84.8724,2.5153,0.0178,33.296,0.7759,0.22410112121254966,3.4296393880000053,0.04966604250125053,0.0003514712187501528,3.3292468871300786e-06,20.44,24.33,17.8,80.18,1.35,9.6,0,0.0,1.0,-0.143572,-0.98964,0,0,138.64,205.06,326.34,1620.81,295.05,0.3,11.5,15211927
