fecha,tipo_dia,demanda_gwh,gen_hidraulica_gwh,gen_termica_total_gwh,gen_vapor_bunker_gwh,gen_turbinas_gas_gwh,gen_turbinas_diesel_gwh,gen_motores_bunker_gwh,gen_motores_diesel_gwh,gen_turbinas_nafta_gwh,gen_otros_gwh,total_generacion_gwh,total_importacion_gwh,total_exportacion_gwh,total_perdidas_transporte_gwh,pct_hidro,pct_termica,balance_gwh,dependencia_importacion,excedente_exportacion,intensidad_energetica,temperatura_media_c,temperatura_max_c,temperatura_min_c,humedad_relativa_pct,precipitacion_mm,viento_max_kmh,dia_semana,dia_semana_sin,dia_semana_cos,dia_del_anio_sin,dia_del_anio_cos,flag_covid,flag_racionamiento,caudal_paute_m3s,caudal_coca_m3s,caudal_pastaza_m3s,caudal_napo_m3s,caudal_ponderado,oni_mensual,precip_embalses,poblacion
2009-07-01,Laboral,40.39396307,29.2395,16.474400000000003,5.5401,3.1049,3.7223,3.6384,0.2572,0.0,0.2115,45.714,1.3691,0.0511,2.5309,0.6396,0.36037975237345243,4.107136930000006,0.03389367855853714,0.0012650405188381038,2.8076991296778114e-06,20.37,24.15,17.62,82.79,2.72,9.37,2,0.974928,-0.222521,0.010751,-0.999942,0,0,153.17,268.77,335.51,1478.11,315.8,0.45,3.2,14386856
2009-07-02,Laboral,40.91112057,33.2481,14.3026,5.4967,2.8428,2.6761,2.9081,0.201,0.0,0.1779,47.5508,0.1137,0.0731,3.3932,0.6992,0.30078568604524003,3.2870794300000057,0.0027791954465157293,0.001786800238700966,2.843501967634175e-06,20.28,23.84,17.69,83.85,3.74,9.03,3,0.433884,-0.900969,-0.006451,-0.999979,0,0,149.31,260.22,331.66,1385.76,303.43,0.45,8.45,14387583
2009-07-03,Laboral,40.894299555,36.3701,11.615400000000001,5.912,1.9404,1.6403,1.8343,0.0958,0.0,0.1926,47.9856,0.201,0.8493,4.3202,0.7579,0.24206011803541067,2.1228004449999958,0.004915110472296241,0.020768175741896502,2.842189218539217e-06,20.39,23.74,18.03,83.31,3.82,8.88,4,-0.433884,-0.900969,-0.023651,-0.99972,0,0,145.89,279.54,331.66,1488.36,317.06,0.45,9.275,14388310
2009-07-04,Sábado,37.045126592,35.4433,8.795000000000002,5.2759,1.256,1.3402,0.7158,0.0367,0.0,0.1704,44.2384,0.0697,1.3962,4.9439,0.8012,0.1988091793554921,0.922873407999993,0.001881489048955009,0.037689168007905074,2.574538281609812e-06,20.57,24.34,17.93,83.18,3.46,8.77,5,-0.974928,-0.222521,-0.040844,-0.999166,0,0,142.88,284.76,331.66,1478.11,316.92,0.45,3.95,14389037
2009-07-05,Domingo,34.074938219,31.7944,7.4003,5.0569,0.6346,1.2584,0.4443,0.0,0.0,0.0061,39.1946,0.0804,0.077,4.6726,0.8112,0.18880917269215655,0.4504617809999969,0.0023595053785062884,0.002259725300310749,2.367998406297699e-06,20.83,25.09,17.79,80.87,0.89,9.85,6,-0.781831,0.62349,-0.058026,-0.998315,0,0,140.25,274.42,330.13,1326.39,300.13,0.45,3.225,14389764
2009-07-06,Laboral,39.729835254,34.2994,11.415,6.1805,1.4855,1.2841,2.2411,0.1787,0.0,0.0451,45.7144,0.0836,0.0776,3.5255,0.7503,0.24970250074374814,2.465064745999997,0.002104212098175845,0.0019531920911297317,2.760839449744974e-06,20.74,24.51,18.22,80.79,1.34,9.74,0,0.0,1.0,-0.07519,-0.997169,0,0,137.68,261.42,326.34,1240.65,287.14,0.45,5.5,14390491
2009-07-07,Laboral,41.334033213,35.637,10.889000000000001,6.3087,1.0964,0.9559,2.3144,0.124,0.0,0.0896,46.5259,1.0222,0.0457,3.6404,0.766,0.23404168430916975,2.5279667870000035,0.024730226414936617,0.001105626440190377,2.872170598277366e-06,20.37,24.34,18.07,83.18,4.23,8.99,1,0.781831,0.62349,-0.092331,-0.995728,0,0,135.46,254.27,322.59,1272.5,285.49,0.45,10.425,14391218
2009-07-08,Laboral,40.93740973,36.2405,11.1609,6.3664,1.2365,1.0312,2.1284,0.1659,0.0,0.2325,47.4014,0.2916,0.5255,3.7033,0.7645,0.23545507094727158,2.526790270000005,0.007123069141971334,0.012836669527112262,2.8444667993103084e-06,20.32,23.26,18.25,85.38,3.03,7.8,2,0.974928,-0.222521,-0.109446,-0.993993,0,0,133.59,256.04,321.11,1338.68,290.22,0.45,7.05,14391945
2009-07-09,Laboral,40.412091396,35.43,11.390200000000002,6.4386,1.4398,1.048,2.0534,0.1843,0.0,0.2261,46.8203,0.4334,0.52,3.8577,0.7567,0.24327481882858507,2.463908603999998,0.010724513011541344,0.012867436008309873,2.8078241063229957e-06,19.89,22.76,17.84,85.9,7.73,8.44,3,0.433884,-0.900969,-0.126528,-0.991963,0,0,134.21,277.61,323.34,1502.14,311.36,0.45,11.575,14392672
2009-07-10,Laboral,40.445176824,31.615,15.405200000000002,6.8158,2.833,2.6678,2.5331,0.3363,0.0,0.2192,47.0202,0.5291,0.0556,3.9599,0.6724,0.32762940183155326,3.088623176000003,0.013081905966251932,0.0013747003812579993,2.8099809380675126e-06,20.24,24.43,17.23,81.68,3.75,10.76,4,-0.433884,-0.900969,-0.143572,-0.98964,0,0,134.21,289.4,326.34,1701.16,331.28,0.45,7.4,14393399
2009-07-11,Sábado,37.216990871,32.7148,10.848699999999997,6.475,2.337,0.1966,1.6214,0.04,0.0,0.1787,43.5634,0.2063,0.0616,4.6511,0.751,0.2490324446668533,1.840009129000002,0.005543167117273628,0.0016551579952692947,2.5855679511906453e-06,20.85,25.48,17.48,78.06,1.79,9.89,5,-0.974928,-0.222521,-0.160575,-0.987024,0,0,132.05,282.79,325.59,1562.15,317.15,0.45,1.475,14394126
2009-07-12,Domingo,34.187956754,32.9351,6.7431,4.3775,1.3009,0.0,0.8757,0.0339,0.0,0.1551,39.6781,0.0959,0.0661,4.4552,0.8301,0.16994513346153167,1.0647432460000044,0.0028050813533563885,0.001933429379112172,2.375012565532972e-06,20.72,24.13,18.47,82.37,1.21,10.76,6,-0.781831,0.62349,-0.177529,-0.984116,0,0,129.62,267.53,319.63,1369.88,295.05,0.45,7.475,14394853
2009-07-13,Laboral,40.035281351,31.8508,14.279200000000001,7.4303,3.1511,0.753,2.5159,0.1715,0.0,0.2574,46.13,0.3903,0.0583,3.482,0.6905,0.3095425970084544,2.9447186490000012,0.009748901139925449,0.0014562155686847391,2.7810815091159928e-06,21.24,25.81,18.34,80.27,0.84,10.61,0,0.0,1.0,-0.194431,-0.980916,0,0,127.23,253.1,313.05,1299.17,282.47,0.45,7.0,14395580
2009-07-14,Laboral,41.436455712,31.1159,15.987599999999999,7.8267,3.0915,1.1248,3.5119,0.1557,0.0,0.277,47.1035,0.685,0.0534,2.3539,0.6606,0.33941426857876805,3.9447442879999985,0.016531336675149656,0.0012887202605153163,2.878269802943213e-06,20.98,24.94,18.19,78.44,1.46,10.29,1,0.781831,0.62349,-0.211276,-0.977426,0,0,140.91,243.91,310.89,1347.96,288.57,0.45,10.375,14396307
2009-07-15,Laboral,41.536055361,36.3235,11.669799999999999,6.3023,1.9116,0.8611,2.0657,0.1328,0.0,0.3963,47.9933,0.2285,0.4544,3.6366,0.7568,0.24315477368716049,2.5947446389999924,0.005501244593740322,0.010939892968908545,2.8850425275789446e-06,20.54,24.51,17.84,79.08,0.66,9.92,2,0.974928,-0.222521,-0.228058,-0.973648,0,0,143.88,241.66,309.46,1547.82,304.1,0.45,7.575,14397034
2009-07-16,Laboral,41.498395498,35.7455,12.6226,6.3192,2.5151,1.0473,2.0838,0.1448,0.0,0.5124,48.368,0.2314,0.7053,3.6548,0.739,0.26097006285147206,2.740904502000001,0.0055761192022749945,0.016995837827850278,2.8822811753855337e-06,20.89,24.93,17.9,80.01,0.89,10.89,3,0.433884,-0.900969,-0.244772,-0.969581,0,0,134.52,235.59,304.49,1471.31,291.32,0.45,3.775,14397761
2009-07-17,Laboral,41.180052921,30.3565,16.0593,7.921,3.1411,1.0995,3.3548,0.1432,0.0,0.3997,46.4157,0.6471,0.0614,1.9236,0.654,0.34598853405205565,3.897747079000006,0.01571391861106637,0.0014910131397302972,2.860026200042671e-06,21.06,25.42,18.28,77.65,0.73,12.47,4,-0.433884,-0.900969,-0.261414,-0.965227,0,0,129.02,228.09,300.3,1293.2,272.05,0.45,5.525,14398488
2009-07-18,Sábado,37.271180271,27.5081,15.5335,7.9459,3.0556,0.5138,3.5413,0.0676,0.0,0.4093,43.0415,0.0733,0.0809,1.7445,0.6391,0.36089587955810093,4.018219729000004,0.0019666669922184716,0.0021705778945494453,2.5884176921740313e-06,20.81,25.38,17.96,78.62,2.31,10.61,5,-0.974928,-0.222521,-0.277979,-0.960587,0,0,150.01,258.42,299.61,1505.61,309.04,0.45,16.85,14399214
2009-07-19,Domingo,33.464796358,32.5471,6.5378,4.5633,0.6525,0.1081,0.7135,0.0912,0.0,0.4092,39.0847,0.0731,0.0849,4.3944,0.8327,0.1672726156270868,1.213703641999996,0.002184385024130736,0.002536994371391238,2.3239537132825755e-06,20.56,24.53,17.88,80.84,2.92,10.22,6,-0.781831,0.62349,-0.294462,-0.955663,0,0,171.58,296.17,303.09,1736.8,350.94,0.45,8.875,14399941
2009-07-20,Laboral,39.132185988,0.0144,9.530899999999999,5.4479,1.3759,0.699,1.5244,0.1001,0.0,0.3836,9.5453,0.3225,0.0738,-29.338185988000006,0.001508595853456675,0.9984914041465434,0.0,0.008241297843644501,0.0018859155995688815,2.7173868592762504e-06,20.15,24.01,17.41,83.5,5.46,10.06,0,0.0,1.0,-0.310857,-0.950457,0,0,158.22,294.8,305.2,1565.75,331.66,0.45,1.625,14400668
2009-07-21,Laboral,40.894810114,34.5802,12.554800000000002,6.3326,2.0994,1.29,2.3353,0.1394,0.0,0.3581,47.1348,0.0808,0.0896,3.3985,0.7336,0.26635946264755556,2.832689886000003,0.001975800835723621,0.0021909870653568867,2.8396422786820307e-06,20.65,25.14,17.61,81.04,2.91,10.67,1,0.781831,0.62349,-0.32716,-0.944969,0,0,142.88,275.69,302.39,1335.6,299.77,0.45,5.4,14401395
2009-07-22,Laboral,41.633854291,31.3742,16.556600000000003,7.9267,3.0424,1.3241,3.7608,0.1323,0.0,0.3703,47.9307,0.1349,0.0793,2.0891,0.6546,0.34542787816576853,4.263345709000001,0.0032401516097240453,0.001904699945523475,2.890813887772927e-06,20.76,25.02,17.84,80.71,1.8,9.92,2,0.974928,-0.222521,-0.343367,-0.939201,0,0,134.83,261.42,299.61,1240.65,283.25,0.45,6.85,14402122
2009-07-23,Laboral,41.673292973,30.2923,17.6787,7.9251,3.1317,2.0102,3.9144,0.2789,0.0,0.4184,47.9711,0.1079,0.0868,1.7072,0.6315,0.3685281346477358,4.611707027000001,0.002589188237893945,0.002082868758565287,2.8934062262959224e-06,21.0,24.87,18.55,80.42,1.16,9.8,3,0.433884,-0.900969,-0.359472,-0.933156,0,0,133.59,246.74,296.17,1190.24,272.94,0.45,5.55,14402849
2009-07-24,Laboral,41.062963651,21.8981,18.1507,7.9192,3.134,2.6113,3.8304,0.2279,0.0,0.4279,40.0487,7.6344,0.0008,2.1331,0.5468,0.4532157098732294,4.486236349,0.1859193619068964,1.948227621365361e-05,2.850886727782045e-06,20.73,24.93,17.99,79.81,1.9,10.76,4,-0.433884,-0.900969,-0.37547,-0.926834,0,0,130.52,232.88,292.76,1187.5,265.76,0.45,9.425,14403576
2009-07-25,Sábado,37.193558880000005,21.6223,17.520599999999998,7.9186,3.1305,1.9355,3.8687,0.2393,0.0,0.428,39.143,5.069,0.0295,2.4528,0.5524,0.44760493574840965,4.53614112,0.13628703874115528,0.0007931480849998185,2.582114447328691e-06,20.91,25.2,18.32,79.82,2.25,9.98,5,-0.974928,-0.222521,-0.391358,-0.920239,0,0,126.64,224.94,291.42,1201.26,261.93,0.45,5.525,14404303
2009-07-26,Domingo,33.935196307,21.8714,16.6308,7.784,3.1338,1.2688,3.8767,0.2032,0.0,0.3643,38.5021,1.0756,0.0653,1.1331,0.5681,0.43194527051771203,4.4441036930000015,0.03169570584679748,0.0019242558495684969,2.355787964828952e-06,20.81,24.77,18.1,79.72,1.27,11.6,6,-0.781831,0.62349,-0.407129,-0.91337,0,0,123.45,221.84,288.73,1246.38,262.5,0.45,5.525,14405030
2009-07-27,Laboral,39.750717031,25.2366,15.119,4.8219,3.13,2.603,3.8269,0.2745,0.0,0.4627,40.3555,5.6243,0.0,1.665,0.6254,0.3746453395447956,4.564082968999997,0.14148927164291986,0.0,2.7593632900374484e-06,20.78,24.45,18.38,79.56,2.67,10.74,0,0.0,1.0,-0.422781,-0.906232,0,0,130.22,220.82,284.76,1357.31,273.18,0.45,15.375,14405757
2009-07-28,Laboral,41.244458674,29.0399,14.935200000000002,4.3284,3.0108,3.5097,3.4671,0.1895,0.0,0.4297,43.9751,3.3459,0.0156,1.9746,0.6604,0.33962856252743034,4.0863413259999986,0.08112362502915366,0.00037823262812839505,2.8629094145386204e-06,20.83,26.02,17.75,78.74,1.31,11.31,1,0.781831,0.62349,-0.438307,-0.898825,0,0,139.6,223.39,282.79,1427.89,283.51,0.45,6.225,14406484
2009-07-29,Laboral,40.68191611,32.5823,12.657699999999998,4.0394,2.1874,3.001,2.7489,0.2109,0.0,0.4701,45.24,1.2132,0.0416,2.2998,0.7202,0.27979000884173294,3.429883889999997,0.029821604191887705,0.00102256737090548,2.8237190466635076e-06,20.79,25.69,17.44,76.08,0.76,11.46,2,0.974928,-0.222521,-0.453703,-0.891153,0,0,135.14,222.36,280.19,1260.83,268.17,0.45,0.5,14407211
2009-07-30,Laboral,40.777206427,29.7384,14.8636,4.8224,3.1366,3.0042,3.1487,0.298,0.0,0.4537,44.6019,1.9633,0.0297,1.858,0.6668,0.3332503772260823,3.900293572999996,0.04814699612919121,0.0007283480797824983,2.830190303914412e-06,20.44,24.99,17.23,78.34,1.07,12.19,3,0.433884,-0.900969,-0.468965,-0.883217,0,0,127.23,214.77,275.69,1103.08,249.31,0.45,3.575,14407938
2009-07-31,Laboral,40.366550281,26.8607,17.822800000000004,4.9042,3.1399,5.0284,3.8822,0.3823,0.0,0.4858,44.6835,1.9592,0.0555,1.4703,0.6011,0.3988675909452036,4.750349719000001,0.04853523490022305,0.0013749007436516841,2.801546866486243e-06,20.66,25.13,17.64,78.36,1.06,11.45,4,-0.433884,-0.900969,-0.484089,-0.875019,0,0,122.03,208.41,271.27,1077.95,242.23,0.45,5.975,14408665
2009-08-01,Sábado,35.623121215000005,21.4651,17.3533,7.9168,1.5143,3.2061,3.9893,0.2541,0.0,0.4727,38.8185,2.7122,0.0339,1.1574,0.553,0.447036850985999,4.716278784999996,0.07613594506867524,0.0009516291342187489,2.4722154283123124e-06,20.77,25.09,17.66,77.37,0.4,11.03,5,-0.974928,-0.222521,-0.499069,-0.866562,0,0,118.4,201.3,266.92,1098.01,239.01,0.58,3.025,14409392
2009-08-02,Domingo,33.429591766,20.5869,17.1869,7.9477,2.8926,1.6866,4.045,0.1735,0.0,0.4415,37.7739,1.5086,0.0612,1.1317,0.545,0.4549940567428834,4.6600082339999975,0.045127682400666974,0.001830713352062057,2.319869236749537e-06,20.69,25.28,17.9,76.95,0.59,12.08,6,-0.781831,0.62349,-0.513901,-0.857849,0,0,115.41,194.88,262.03,1050.96,231.18,0.58,5.025,14410119
2009-08-03,Laboral,40.204079606,24.8612,16.4098,7.8288,3.0228,1.4309,3.532,0.2678,0.0,0.3275,41.271,5.2582,0.0282,2.1696,0.6024,0.39761091323205155,4.127320394000004,0.13078772232893685,0.0007014213551549995,2.7898486741167035e-06,21.12,26.03,18.02,77.0,1.65,12.74,0,0.0,1.0,-0.528581,-0.848883,0,0,120.62,196.7,258.42,1451.11,264.28,0.58,19.375,14410846
2009-08-04,Laboral,41.687004995,35.8327,11.829099999999999,4.8623,2.0697,1.8912,2.3219,0.2159,0.0,0.4681,47.6617,0.4427,0.0753,3.3363,0.7518,0.2481887972942635,3.0057950050000044,0.01061961635413957,0.0018063183001280998,2.892606171095966e-06,21.26,26.02,18.1,76.44,1.42,11.57,1,0.781831,0.62349,-0.543105,-0.839665,0,0,170.4,206.97,259.62,1953.34,328.7,0.58,10.125,14411573
2009-08-05,Laboral,41.420365433,35.552,12.7527,3.7039,2.6172,3.1683,2.4717,0.1757,0.0,0.6159,48.3047,0.059,0.7781,2.9019,0.736,0.2640053659374761,3.263334566999992,0.001424420074116346,0.018785445079151336,2.8739594258376525e-06,20.49,24.63,17.98,78.77,2.07,10.99,2,0.974928,-0.222521,-0.557468,-0.830198,0,0,167.66,212.3,262.03,1806.17,318.55,0.58,5.7,14412300
2009-08-06,Laboral,41.409385443000005,30.062,16.684399999999997,4.8008,3.1712,4.3477,3.6147,0.2599,0.0,0.4901,46.7464,0.4887,0.0836,1.3775,0.6431,0.3569130457104717,4.364614557000001,0.011801672369001837,0.0020188659915051227,2.873052651812836e-06,20.25,24.23,17.66,81.17,6.01,11.05,3,0.433884,-0.900969,-0.571667,-0.820486,0,0,140.25,211.81,260.22,1562.15,287.4,0.58,7.700000000000001,14413027
2009-08-07,Laboral,41.684317229,25.7277,15.454099999999999,4.8036,3.1181,3.0984,3.6671,0.293,0.0,0.4739,41.1819,6.1496,0.0037,1.2094,0.6247,0.3752643758544409,4.434082770999995,0.14752790518832562,8.876239904982515e-05,2.8919820075325276e-06,20.46,25.13,17.59,81.57,4.68,9.75,4,-0.433884,-0.900969,-0.585696,-0.810531,0,0,127.53,210.84,258.42,1447.77,272.49,0.58,3.975,14413754
2009-08-08,Sábado,37.595791439,24.4788,13.935699999999999,4.887,2.9999,1.6465,3.4172,0.3574,0.0,0.6277,38.4145,5.3502,0.0099,1.7567,0.6372,0.36277186999700634,4.402308560999993,0.14230848175335842,0.000263327346521298,2.608195982845307e-06,20.94,25.51,17.89,80.22,3.85,9.83,5,-0.974928,-0.222521,-0.599551,-0.800336,0,0,120.34,210.35,256.04,1311.2,258.47,0.58,4.275,14414481
2009-08-09,Domingo,34.217189404,20.1463,14.0718,7.5856,2.0835,0.0168,3.5603,0.2113,0.0,0.6143,34.2181,5.7885,0.0125,1.391,0.5888,0.4112384965851406,4.385910595999993,0.16916935905096056,0.00036531346430629825,2.373686831573988e-06,20.9,25.47,17.72,79.56,5.0,9.93,6,-0.781831,0.62349,-0.61323,-0.789905,0,0,115.95,208.89,254.27,1246.38,250.86,0.58,5.725,14415208
2009-08-10,Festivo,35.99784227000001,24.6015,16.908799999999996,9.6391,3.13,0.0,3.5737,0.0401,0.0,0.5259,41.5102,0.1473,0.0791,1.441,0.5927,0.40734084634619916,4.1395577299999955,0.004091911923364288,0.0021973539249023435,2.4970868882247323e-06,20.94,25.26,17.88,79.49,3.02,11.72,0,0.0,1.0,-0.626727,-0.779239,0,0,112.76,204.12,251.93,1232.11,246.3,0.58,4.45,14415935
2009-08-11,Laboral,40.514886834,27.6219,16.229300000000002,8.3438,3.0464,0.8036,3.2665,0.1666,0.0,0.6024,43.8513,2.5748,0.007,1.8686,0.6299,0.3700984919489274,4.035613166000005,0.0635519484615525,0.0001727759978370621,2.8102820773629846e-06,20.63,24.42,18.26,80.96,5.4,10.33,1,0.781831,0.62349,-0.640038,-0.768343,0,0,113.55,201.77,249.61,1290.22,249.96,0.58,12.775,14416662
2009-08-12,Laboral,42.066983699,35.6565,12.495299999999999,7.0694,1.9268,0.745,2.0039,0.1342,0.0,0.616,48.1519,0.0864,0.0802,3.337,0.7405,0.2594975483833452,2.7541163009999994,0.0020538672470128607,0.0019064832547503632,2.917794872497371e-06,20.51,24.14,18.15,82.22,6.27,9.66,2,0.974928,-0.222521,-0.65316,-0.75722,0,0,149.31,215.27,249.61,1569.36,292.26,0.58,13.925,14417389
2009-08-13,Laboral,42.583623492,36.3519,12.017,5.1892,2.5811,1.3445,2.25,0.163,0.0,0.4892,48.369,0.8517,0.5896,3.1454,0.7516,0.2484442514833881,2.9020765080000026,0.020000646496416755,0.013845698220367875,2.953480433365913e-06,21.0,25.94,17.67,79.06,3.45,11.25,3,0.433884,-0.900969,-0.666089,-0.745872,0,0,144.21,224.94,251.93,1705.08,304.22,0.58,3.8,14418116
2009-08-14,Laboral,42.067128264,30.0137,15.178400000000002,6.3852,2.6209,1.6944,3.6255,0.198,0.0,0.6544,45.1921,2.7955,0.0315,1.4111,0.6641,0.33586401163035134,4.477871736000002,0.06645331201256063,0.000748803193845702,2.917510667395435e-06,20.43,24.81,17.4,81.45,6.41,10.8,4,-0.433884,-0.900969,-0.67882,-0.734304,0,0,128.12,220.82,250.77,1451.11,276.05,0.58,3.675,14418843
2009-08-15,Sábado,37.12273565,26.5899,13.279399999999997,4.3439,3.1323,1.0586,3.6779,0.424,0.0,0.6427,39.8692,3.2623,0.0175,1.2468,0.6669,0.333074152478605,4.744464350000001,0.08787876062684513,0.0004714092238512061,2.5744689786172545e-06,20.63,24.36,18.12,81.07,2.8,10.14,5,-0.974928,-0.222521,-0.691351,-0.722519,0,0,119.23,212.3,246.74,1302.17,257.12,0.58,2.75,14419570
2009-08-16,Domingo,33.809170012,23.5832,12.374199999999998,4.3265,3.134,0.5139,3.5036,0.376,0.0,0.5202,35.9573,3.5166,0.013,1.2521,0.6559,0.34413596126516727,4.399629987999992,0.10401320111531402,0.0003845110659441171,2.3445543466961884e-06,20.79,24.66,17.94,81.7,2.86,10.77,6,-0.781831,0.62349,-0.703677,-0.71052,0,0,113.55,202.24,242.78,1134.01,237.58,0.58,0.65,14420297
2009-08-17,Laboral,39.918984585,24.5471,15.391800000000002,5.0212,3.1147,2.7438,3.5264,0.4562,0.0,0.5295,39.939,6.3097,0.0,1.8176,0.6146,0.3853827086306618,4.512115415000002,0.1580626377548426,0.0,2.7681102663028642e-06,20.75,24.28,18.53,82.65,3.67,10.33,0,0.0,1.0,-0.715795,-0.69831,0,0,109.66,189.99,239.44,1041.32,223.81,0.58,7.775,14421024
2009-08-18,Laboral,40.962310707,22.4008,17.6845,6.5293,3.1237,3.228,3.6665,0.4391,0.0,0.6979,40.0853,7.8241,0.0,2.1436,0.5588,0.44117170134687783,4.8034892929999975,0.1910072909696217,0.0,2.8403146543717197e-06,20.36,24.2,17.83,83.35,4.91,10.51,1,0.781831,0.62349,-0.727701,-0.685894,0,0,107.14,180.55,237.23,1010.58,216.54,0.58,5.75,14421751
2009-08-19,Laboral,41.390605136,25.5376,18.395,6.5383,3.103,4.0008,3.6144,0.4756,0.0,0.6629,43.9328,4.3197,0.0155,2.0933,0.5813,0.4187076626119892,4.753094863999997,0.10436426299655346,0.00037448111592160995,2.8698677949794755e-06,20.6,24.69,17.8,82.09,4.85,10.13,2,0.974928,-0.222521,-0.739392,-0.673275,0,0,105.41,175.6,236.14,1001.31,213.07,0.58,6.025,14422478
2009-08-20,Laboral,41.407290746,26.1238,19.8137,8.6457,3.1192,3.4853,3.5322,0.4032,0.0,0.6281,45.9376,1.9851,0.0485,1.9033,0.5687,0.4313177005328968,4.563609254000008,0.047940832743126605,0.001171291314312448,2.870880197354208e-06,20.44,24.2,17.79,84.72,6.08,10.26,3,0.433884,-0.900969,-0.750864,-0.660457,0,0,103.95,173.18,234.5,1003.62,211.52,0.58,6.275,14423204
2009-08-21,Laboral,40.757362103,23.9845,18.521199999999997,9.4992,3.1101,1.3677,3.5388,0.3513,0.0,0.6541,42.5058,4.4027,0.0191,1.5878,0.5643,0.4357334763726361,4.544237897000004,0.10802220194902981,0.00046862699189735145,2.8256764472181683e-06,20.29,23.24,18.36,85.04,4.67,9.9,4,-0.433884,-0.900969,-0.762114,-0.647443,0,0,102.28,176.83,232.35,1063.14,216.48,0.58,7.3,14423931
2009-08-22,Sábado,37.148980354,25.5186,15.737000000000002,7.7727,1.5432,2.0768,3.5963,0.0789,0.0,0.6691,41.2557,2.4438,0.0395,2.1666,0.6185,0.38145032080415564,4.344419646000001,0.06578377055608378,0.0010632862496789055,2.575380321252677e-06,20.45,24.19,18.18,84.2,5.38,10.85,5,-0.974928,-0.222521,-0.773138,-0.634237,0,0,100.62,179.3,229.67,1128.8,221.41,0.58,4.3500000000000005,14424658
2009-08-23,Domingo,34.030115157,19.8881,16.7136,9.6887,1.5338,0.8361,3.7902,0.2057,0.0,0.6591,36.6018,3.9598,0.0036,1.8729,0.5434,0.45663328033047557,4.654984843000003,0.1163616397338423,0.00010578865171014502,2.3590438076349435e-06,20.97,25.6,17.73,79.76,2.78,10.98,6,-0.781831,0.62349,-0.783934,-0.620844,0,0,99.0,173.58,227.56,1065.6,213.5,0.58,8.025,14425385
2009-08-24,Laboral,40.594032667,26.1794,16.764,9.6488,1.5376,1.3187,3.6201,0.2867,0.0,0.3521,42.9434,4.0973,0.0073,2.1804,0.6096,0.3903743066454915,4.258967332999992,0.10093355428889939,0.0001798293867446771,2.8139274578625203e-06,20.95,25.48,17.77,79.61,2.37,10.2,0,0.0,1.0,-0.794497,-0.607268,0,0,97.86,164.2,225.46,1038.92,207.19,0.58,13.425,14426112
2009-08-25,Laboral,41.201312474,24.3479,17.994100000000003,9.6624,1.9714,1.4789,3.766,0.4576,0.0,0.6578,42.3421,5.7171,0.0039,1.9726,0.575,0.4249694748252921,4.881387526000005,0.13876014274078682,9.465717876004767e-05,2.8558794115606333e-06,20.8,25.1,17.81,80.32,3.71,10.29,1,0.781831,0.62349,-0.804826,-0.593511,0,0,97.86,159.32,223.91,1019.94,203.74,0.58,4.175000000000001,14426839
2009-08-26,Laboral,40.975870178,23.7217,18.8341,9.6788,3.1433,1.3051,3.6058,0.4298,0.0,0.6713,42.5558,5.4576,0.0044,2.3262,0.5574,0.44257422020030174,4.706929821999999,0.13319058207408596,0.00010738026992193972,2.8401097023572793e-06,20.61,24.22,18.11,82.52,7.08,9.73,2,0.974928,-0.222521,-0.814916,-0.579579,0,0,97.17,160.44,222.87,1388.95,231.83,0.58,11.65,14427566
2009-08-27,Laboral,40.959229784,22.5584,20.408399999999997,9.6673,3.1297,2.8798,3.6286,0.4611,0.0,0.6419,42.9669,4.7245,0.0053,1.9953,0.525,0.4749795773025281,4.7315702160000015,0.1153464072668071,0.00012939696444366126,2.838813280545384e-06,20.44,24.85,17.64,81.93,8.27,11.11,3,0.433884,-0.900969,-0.824765,-0.565476,0,0,96.72,166.11,221.84,1724.84,259.24,0.58,7.475,14428293
2009-08-28,Laboral,41.200788868,23.0351,20.696099999999998,9.6541,3.1327,3.4158,3.4578,0.4075,0.0,0.6282,43.7313,4.477,0.0126,2.5013,0.5267,0.47325599742061175,4.493611131999998,0.1086629679432477,0.00030581938710853715,2.8554114463768153e-06,20.63,25.82,17.54,82.12,8.7,12.38,4,-0.433884,-0.900969,-0.83437,-0.551205,0,0,96.72,171.19,222.36,1441.12,239.64,0.58,8.275,14429020
2009-08-29,Sábado,37.123949997,24.7435,16.6281,9.1662,3.154,0.6663,2.8783,0.1433,0.0,0.62,41.3717,2.2436,0.0544,2.7953,0.5981,0.4019196697259238,3.6416500029999996,0.06043537932200927,0.0014653613100005815,2.57273741507734e-06,20.02,23.35,17.71,83.53,6.36,9.3,5,-0.974928,-0.222521,-0.843728,-0.536771,0,0,98.08,176.01,224.42,1323.34,233.32,0.58,9.675,14429747
2009-08-30,Domingo,33.961368231,31.0899,8.5678,5.5776,1.3863,0.0728,0.8869,0.0395,0.0,0.6047,39.6578,0.0946,0.175,4.0848,0.784,0.21604325000378236,1.5312317690000024,0.002785517926031288,0.0051529137109458285,2.3534478653299957e-06,19.87,23.15,17.44,84.41,5.23,8.93,6,-0.781831,0.62349,-0.852837,-0.522178,0,0,99.0,180.13,226.51,1232.11,228.56,0.58,4.1,14430474
